sample_id,s_mean,hardness_mean,sat_frac,M_mean,M_p99,frac_M_gt_0.5,rho_M_prior
00388,0.145466,0.014602,0.953267,0.022308,0.161377,0.002474,0.351272
00389,0.224639,0.020734,0.933102,0.026742,0.194336,0.002174,0.418367
00390,0.349472,0.035496,0.885825,0.030159,0.217041,0.00211,0.482018
00400,0.201096,0.029416,0.907412,0.027486,0.203369,0.002472,0.382238
00405,0.196587,0.026309,0.916149,0.029761,0.248291,0.002731,0.430424
00409,0.231483,0.022539,0.929681,0.026191,0.166138,0.002121,0.395386
00419,0.403832,0.057528,0.815229,0.023779,0.140137,0.002263,0.398399
00421,0.12407,0.012405,0.959924,0.026106,0.152588,0.001856,0.383529
00434,0.184737,0.017427,0.9453,0.02545,0.143921,0.001995,0.407714
00441,0.450527,0.059255,0.814426,0.024194,0.160767,0.002542,0.39861
00443,0.572668,0.050295,0.839058,0.023803,0.135864,0.002452,0.411758
00449,0.422686,0.052651,0.832551,0.025325,0.148071,0.002405,0.430926
00453,0.22815,0.023792,0.924032,0.023931,0.116333,0.002265,0.432493
00461,0.211449,0.025126,0.921576,0.023977,0.138916,0.00212,0.433277
00479,0.279415,0.038774,0.876999,0.0266,0.162598,0.002145,0.387244
00489,0.416214,0.043104,0.867027,0.022164,0.144409,0.002275,0.383412
00497,0.421395,0.043992,0.858239,0.026781,0.162964,0.002429,0.40239
00512,0.11337,0.015623,0.951541,0.030948,0.161377,0.001911,0.41763
00525,0.253194,0.03137,0.90086,0.027365,0.171021,0.00194,0.372655
00527,0.208508,0.020414,0.935434,0.028295,0.169678,0.001948,0.381317
00537,0.284856,0.044606,0.855726,0.024838,0.196167,0.002178,0.438542
00555,0.282099,0.036086,0.883437,0.025965,0.203125,0.002355,0.42158
00572,0.286823,0.047848,0.847307,0.023977,0.19043,0.001962,0.430103
00587,0.600313,0.055493,0.827009,0.019148,0.138672,0.00228,0.416725
00606,0.607152,0.050115,0.840669,0.021937,0.168579,0.002106,0.448618
00621,0.641376,0.054033,0.827377,0.018906,0.149292,0.001984,0.341264
00633,0.389911,0.05709,0.814529,0.02259,0.15564,0.002018,0.427222
00643,0.594601,0.030165,0.904789,0.021799,0.109314,0.002274,0.342804
00652,0.478867,0.048304,0.845903,0.018172,0.097229,0.002008,0.356373
00653,0.489026,0.051885,0.83415,0.02114,0.115784,0.00294,0.398276
00661,0.441731,0.03915,0.873161,0.023868,0.146606,0.002021,0.430206
00671,0.211127,0.02831,0.910426,0.020445,0.123352,0.00199,0.38254
00676,0.209732,0.026816,0.91538,0.02139,0.127441,0.00221,0.412273
00677,0.321764,0.040723,0.870071,0.023297,0.133911,0.002625,0.377145
00687,0.499569,0.051366,0.835564,0.025511,0.147827,0.002822,0.404329
00697,0.437337,0.055365,0.823125,0.020298,0.130493,0.002619,0.387855
00712,0.034774,0.006468,0.979733,0.027842,0.144409,0.001837,0.549959
00716,0.025696,0.00799,0.974697,0.027926,0.125122,0.001813,0.548523
00719,0.058621,0.00733,0.976734,0.093458,0.377197,0.003822,0.328645
00725,0.077723,0.008143,0.974302,0.090677,0.373291,0.003616,0.330297
00726,0.083184,0.007812,0.975324,0.092331,0.378662,0.003796,0.332092
00738,0.082995,0.010516,0.966619,0.066009,0.330491,0.002201,0.446075
00760,0.054467,0.011211,0.96405,0.047338,0.29248,0.001987,0.35992
00762,0.050763,0.007116,0.977413,0.05204,0.296875,0.002031,0.385347
00769,0.051929,0.008874,0.972181,0.049075,0.28833,0.002135,0.387294
00787,0.176969,0.014235,0.955097,0.047692,0.173828,0.002379,0.564976
00800,0.150184,0.012745,0.95973,0.053475,0.217651,0.002471,0.549542
00801,0.003642,0.000472,0.998585,0.047354,0.204712,0.001798,0.58794
00805,0.00311,0.000458,0.998639,0.036435,0.160034,0.001642,0.522008
00818,0.00337,0.00042,0.998732,0.037702,0.162964,0.001628,0.529098
00825,0.34446,0.025172,0.920427,0.024553,0.167236,0.002125,0.39855
00826,0.392549,0.030372,0.904561,0.025994,0.193115,0.002506,0.402566
00829,0.376323,0.033253,0.893223,0.024984,0.180664,0.002515,0.405539
00834,0.36782,0.028074,0.910702,0.025093,0.172119,0.002669,0.368694
00857,0.41409,0.02239,0.928783,0.024086,0.15686,0.002836,0.364468
00867,0.018098,0.002275,0.992912,0.051571,0.227417,0.001787,0.523468
00871,0.02035,0.002576,0.991891,0.051315,0.223389,0.001705,0.513666
00878,0.022603,0.002609,0.991753,0.050586,0.222656,0.001706,0.506159
00896,0.025438,0.003105,0.990325,0.035703,0.222412,0.00187,0.509066
00910,0.026564,0.003062,0.990415,0.036364,0.223755,0.001862,0.507428
00916,0.024453,0.003046,0.990424,0.036012,0.230225,0.001984,0.499095
00922,0.022411,0.003123,0.990314,0.034351,0.210449,0.002036,0.502188
00926,0.023245,0.003927,0.98763,0.03735,0.18335,0.001821,0.527254
00950,0.041043,0.005412,0.983334,0.029685,0.151001,0.001874,0.535509
00958,0.057629,0.009311,0.970642,0.031311,0.159424,0.001718,0.540405
00965,0.053598,0.008884,0.971962,0.034013,0.16748,0.001821,0.562134
00976,0.150013,0.02474,0.921221,0.026346,0.201707,0.002037,0.439079
00994,0.152777,0.026448,0.915938,0.024874,0.19165,0.002131,0.39727
01017,0.216668,0.033474,0.893567,0.027631,0.18689,0.002139,0.463095
01034,0.068976,0.017558,0.944394,0.023647,0.153564,0.0019,0.421878
01043,0.06264,0.014757,0.953913,0.02456,0.171631,0.00198,0.402045
01079,0.28481,0.039418,0.875426,0.030052,0.2323,0.002809,0.489117
01093,0.248341,0.042071,0.865901,0.033077,0.25415,0.002764,0.467987
01101,0.245502,0.042933,0.863716,0.029557,0.220703,0.002227,0.43359
01115,0.328694,0.019837,0.938038,0.019229,0.125977,0.002407,0.338436
01122,0.369863,0.021882,0.93128,0.020729,0.137085,0.002617,0.342944
01136,0.370184,0.021615,0.9327,0.022646,0.157104,0.003286,0.367566
01147,0.373033,0.01426,0.956225,0.022266,0.137085,0.003246,0.366603
01156,0.352075,0.024491,0.920343,0.019035,0.093018,0.002477,0.332062
01165,0.332501,0.02141,0.931569,0.018842,0.116333,0.002688,0.281195
01186,0.123575,0.017689,0.944052,0.03526,0.247314,0.002191,0.418821
01204,0.077722,0.012439,0.960518,0.031906,0.230225,0.001995,0.388237
01212,0.077055,0.014365,0.953809,0.033803,0.222412,0.001831,0.410735
01223,0.124976,0.01603,0.949368,0.03573,0.253174,0.002219,0.426426
01227,0.065098,0.01204,0.962566,0.024855,0.137329,0.001944,0.402193
01242,0.224236,0.040942,0.87082,0.019795,0.121704,0.002056,0.390199
01249,0.222354,0.035087,0.888741,0.019599,0.139893,0.002094,0.424218
01267,0.637015,0.030104,0.90705,0.02871,0.148071,0.002012,0.471095
01270,0.165932,0.027425,0.914625,0.023037,0.161377,0.002455,0.308722
01299,0.312806,0.027537,0.912535,0.022945,0.162354,0.002271,0.405112
01301,0.111105,0.008787,0.972031,0.057777,0.365234,0.007321,0.255394
01320,0.111068,0.008702,0.972581,0.057891,0.365725,0.007263,0.250161
01331,0.11583,0.008134,0.974456,0.05817,0.363281,0.007112,0.221761
01345,0.050629,0.007094,0.977804,0.029345,0.164795,0.001447,0.541104
01388,0.051673,0.008484,0.973356,0.027921,0.15686,0.001453,0.523269
01393,0.139601,0.016603,0.947061,0.133368,0.595215,0.023866,0.289747
01406,0.135778,0.01609,0.948775,0.135729,0.601074,0.025183,0.296296
01413,0.133447,0.016542,0.947458,0.135246,0.600098,0.025091,0.294554
01415,0.132716,0.016518,0.947562,0.135169,0.600098,0.024835,0.293144
01422,0.141651,0.016518,0.94757,0.135754,0.602539,0.025557,0.290516
01432,0.161373,0.018047,0.942897,0.115004,0.535156,0.014205,0.427228
01437,0.202003,0.021063,0.932835,0.100173,0.490723,0.009009,0.46518
01442,0.235835,0.019472,0.938435,0.08267,0.42041,0.004649,0.51349
01443,0.238014,0.019111,0.939203,0.083447,0.413086,0.004309,0.529252
01454,0.593027,0.062482,0.800673,0.028066,0.166626,0.002168,0.402932
01462,0.595301,0.063826,0.79557,0.028966,0.172729,0.002169,0.409684
01471,0.591042,0.064219,0.793981,0.027488,0.165283,0.002069,0.393962
01482,0.594269,0.065613,0.789687,0.025572,0.156052,0.00213,0.376533
01486,0.593469,0.064958,0.792108,0.028344,0.170776,0.00212,0.403622
01492,0.593462,0.058702,0.812281,0.027731,0.162109,0.002205,0.387353
01494,0.163879,0.006348,0.979953,0.079218,0.366213,0.003872,0.276156
01505,0.141082,0.006738,0.978721,0.085207,0.382568,0.003971,0.291311
01511,0.136656,0.006807,0.978563,0.085661,0.375244,0.003687,0.297104
01527,0.140195,0.006132,0.980651,0.083798,0.368164,0.003628,0.277976
01531,0.06795,0.008087,0.974472,0.030058,0.158691,0.001705,0.587263
01547,0.068679,0.008444,0.97332,0.031951,0.16394,0.001732,0.602688
01562,0.071181,0.008332,0.973635,0.032331,0.165283,0.001733,0.61078
01579,0.068673,0.008483,0.9731,0.034102,0.172485,0.001746,0.622872
01584,0.028157,0.003234,0.989858,0.04004,0.256348,0.001985,0.517872
01587,0.020929,0.002907,0.991065,0.041317,0.268555,0.00212,0.522665
01599,0.019657,0.002711,0.991702,0.03922,0.24292,0.002319,0.495388
01608,0.0233,0.002664,0.991833,0.042173,0.270508,0.002281,0.509709
01640,0.012575,0.002299,0.992967,0.042227,0.241089,0.001834,0.492684
01659,0.012146,0.002158,0.99352,0.043162,0.250244,0.001891,0.49866
01670,0.062212,0.004213,0.986675,0.049281,0.259521,0.001906,0.440244
01673,0.027246,0.002702,0.991505,0.045839,0.23938,0.001858,0.440001
01707,0.02797,0.003344,0.989502,0.0504,0.266357,0.002033,0.443004
01710,0.128263,0.011923,0.962045,0.033837,0.184091,0.0017,0.488738
01724,0.130231,0.011973,0.961926,0.033881,0.185227,0.001732,0.489848
01729,0.131137,0.012043,0.961632,0.033516,0.18335,0.001728,0.48783
01741,0.132055,0.012054,0.961734,0.034901,0.192261,0.001771,0.503831
01760,0.139199,0.012385,0.960901,0.027646,0.169678,0.00142,0.472304
01773,0.137588,0.012313,0.960869,0.028211,0.175781,0.00149,0.484949
01779,0.135924,0.012247,0.961383,0.0283,0.177246,0.001495,0.482662
01783,0.135402,0.012116,0.961656,0.028529,0.177856,0.001512,0.483718
01789,0.134773,0.012005,0.96176,0.028637,0.179199,0.001499,0.487413
01803,0.035891,0.003825,0.988232,0.028194,0.206909,0.000632,0.53496
01806,0.037612,0.003246,0.989908,0.029669,0.203125,0.000597,0.534823
01807,0.034592,0.003728,0.988665,0.029087,0.202762,0.000632,0.547233
01811,0.040417,0.003213,0.990007,0.02962,0.202393,0.000533,0.527951
01828,0.04016,0.004617,0.985426,0.028667,0.204712,0.000653,0.544767
01845,0.107272,0.008957,0.971437,0.025657,0.154541,0.001521,0.490016
01856,0.108332,0.008809,0.971868,0.027857,0.166626,0.001588,0.535114
01861,0.113984,0.008902,0.971788,0.027763,0.168091,0.001578,0.523576
01867,0.061182,0.005853,0.981411,0.029699,0.180054,0.001526,0.511034
01899,0.064798,0.005845,0.981496,0.028331,0.171021,0.0015,0.507198
01911,0.064942,0.006103,0.980755,0.02755,0.168579,0.001493,0.507128
01912,0.141666,0.02348,0.921348,0.038867,0.165039,0.004286,0.437454
01913,0.132257,0.02394,0.925116,0.040362,0.179812,0.004295,0.45095
01919,0.127375,0.022725,0.927384,0.038952,0.163455,0.004286,0.444803
01929,0.122537,0.022733,0.926348,0.040144,0.170532,0.004304,0.441965
01937,0.046662,0.004124,0.987161,0.047256,0.216675,0.00156,0.438154
01947,0.04749,0.004008,0.987502,0.04838,0.22168,0.001564,0.445536
01954,0.046609,0.004083,0.987386,0.049563,0.223999,0.001586,0.451589
01963,0.04539,0.003929,0.987698,0.04993,0.226807,0.0016,0.450255
01977,0.015401,0.001147,0.996431,0.048983,0.241455,0.001639,0.535723
01981,0.014891,0.001176,0.996351,0.04942,0.246216,0.001687,0.530493
01985,0.019855,0.002435,0.992495,0.03434,0.200195,0.001856,0.563677
01994,0.176023,0.011327,0.963697,0.033062,0.24292,0.001458,0.483354
01996,0.185851,0.010751,0.965931,0.031107,0.238647,0.001404,0.475769
02002,0.162224,0.009275,0.970512,0.026059,0.21936,0.001565,0.43552
02011,0.139707,0.009051,0.971397,0.023989,0.208496,0.001377,0.439401
02033,0.169211,0.009804,0.969063,0.026192,0.207275,0.001589,0.453338
02045,0.083502,0.012861,0.959132,0.039041,0.275635,0.001645,0.477911
02073,0.082995,0.010875,0.96588,0.042175,0.282959,0.001653,0.470762
02083,0.087761,0.010388,0.967542,0.04368,0.287598,0.001723,0.466011
02090,0.084191,0.010039,0.96861,0.045409,0.29541,0.001803,0.47929
02102,0.263277,0.01906,0.939097,0.027398,0.270996,0.00179,0.494742
02119,0.248133,0.016906,0.946228,0.029699,0.306396,0.001998,0.482393
02120,0.382752,0.017109,0.946112,0.03944,0.307861,0.002749,0.538722
02142,0.187481,0.016867,0.946522,0.038667,0.312988,0.002076,0.483923
02163,0.058314,0.004838,0.984712,0.026432,0.215332,0.001425,0.424491
02180,0.054622,0.004935,0.984313,0.03662,0.264404,0.001607,0.489611
02195,0.061461,0.004984,0.984165,0.036948,0.29126,0.00186,0.489544
02213,0.052831,0.005206,0.983322,0.041068,0.329834,0.00211,0.492438
02233,0.103323,0.005968,0.981071,0.02735,0.241821,0.001643,0.439492
02236,0.072574,0.005287,0.983181,0.026835,0.212402,0.001794,0.454236
02249,0.095847,0.007758,0.975402,0.027509,0.245483,0.001474,0.446248
02278,0.0707,0.006494,0.979261,0.033105,0.261719,0.001629,0.467215
02296,0.092042,0.006077,0.980653,0.036465,0.275391,0.002115,0.484722
02310,0.142697,0.0077,0.975722,0.030233,0.266357,0.002075,0.424885
02317,0.125256,0.00695,0.978071,0.03613,0.307373,0.002304,0.458145
02322,0.131252,0.010099,0.967982,0.031643,0.308594,0.002036,0.426292
02337,0.144603,0.007999,0.974614,0.025191,0.245483,0.001691,0.313048
02352,0.187631,0.011947,0.961955,0.024276,0.181519,0.001446,0.307171
02369,0.14122,0.010166,0.967823,0.028589,0.267822,0.001677,0.412862
02394,0.196815,0.005475,0.982699,0.024205,0.227173,0.001874,0.344722
02405,0.120206,0.007875,0.975084,0.020116,0.138672,0.001413,0.348506
02440,0.060221,0.010819,0.965213,0.024148,0.179199,0.001526,0.447014
02450,0.091407,0.006213,0.979893,0.027183,0.213379,0.001521,0.421262
02455,0.087948,0.005671,0.982118,0.030508,0.260986,0.001829,0.419928
02464,0.066243,0.006623,0.978986,0.030733,0.251709,0.001746,0.43811
02473,0.078332,0.006448,0.979315,0.034547,0.267822,0.002191,0.43867
02478,0.051842,0.0063,0.980192,0.034682,0.322754,0.002914,0.401978
02486,0.041094,0.005858,0.98128,0.028544,0.246948,0.001798,0.469634
02495,0.044252,0.005492,0.982674,0.027179,0.223022,0.001441,0.447262
02522,0.101333,0.008312,0.973537,0.027725,0.212402,0.001531,0.39972
02527,0.196103,0.018164,0.94242,0.052172,0.306885,0.001756,0.357489
02530,0.25355,0.017859,0.943635,0.035573,0.208054,0.002032,0.461102
02533,0.019753,0.00242,0.992802,0.031766,0.172729,0.001352,0.379022
02544,0.443518,0.046026,0.856373,0.019701,0.155884,0.00221,0.403986
02556,0.049754,0.006889,0.978247,0.023077,0.148071,0.001336,0.424572
02572,0.072451,0.006639,0.978949,0.020374,0.134277,0.001634,0.391713
02606,0.167783,0.0045,0.985844,0.027753,0.236206,0.002027,0.415838
02611,0.134032,0.007214,0.977077,0.025895,0.199951,0.001597,0.446079
02624,0.147471,0.008066,0.974295,0.036326,0.3125,0.002574,0.425912
02641,0.221875,0.035736,0.890125,0.03156,0.209473,0.004451,0.420446
02651,0.049312,0.003657,0.988642,0.029105,0.272463,0.004649,0.387363
02658,0.061797,0.005672,0.982399,0.035749,0.352783,0.006636,0.419113
02667,0.243538,0.007073,0.977625,0.031481,0.176639,0.000534,0.474685
02709,0.149126,0.006874,0.978137,0.054159,0.383301,0.003234,0.515903
02720,0.110493,0.013109,0.958055,0.036569,0.276611,0.001781,0.449722
02731,0.105042,0.014086,0.955227,0.034156,0.248291,0.001475,0.440439
02739,0.16228,0.016908,0.946098,0.050161,0.3479,0.003195,0.443924
02754,0.031283,0.004665,0.985378,0.055739,0.307373,0.003119,0.272414
02757,0.266399,0.047444,0.848984,0.016565,0.093018,0.002096,0.365752
02762,0.428395,0.042029,0.868135,0.019517,0.137939,0.002299,0.393743
02778,0.377039,0.036908,0.883109,0.022208,0.143433,0.002354,0.434268
02786,0.086842,0.011808,0.962454,0.053652,0.352539,0.002814,0.433986
02816,0.16464,0.011084,0.965153,0.048621,0.316406,0.002298,0.371557
02821,0.151293,0.016219,0.948568,0.045567,0.321045,0.002336,0.389657
02846,0.036627,0.004922,0.98445,0.054236,0.348389,0.00296,0.456722
02860,0.043648,0.007458,0.976419,0.06591,0.421875,0.004595,0.416731
02869,0.102035,0.011336,0.963969,0.0508,0.311035,0.00208,0.397282
02896,0.161778,0.017626,0.943717,0.047223,0.381594,0.005116,0.318575
02956,0.101277,0.010319,0.967166,0.054358,0.37915,0.003684,0.493564
03019,0.101864,0.014025,0.955012,0.036829,0.228882,0.001662,0.449252
03045,0.118376,0.013847,0.955971,0.046749,0.321045,0.003007,0.367541
03100,0.078684,0.007317,0.976845,0.03879,0.322021,0.001848,0.512219
03109,0.07541,0.00856,0.972955,0.03474,0.272949,0.001706,0.500287
03143,0.093315,0.009135,0.970863,0.035819,0.278564,0.001682,0.513199
03173,0.045819,0.007308,0.976721,0.042489,0.362549,0.003178,0.488967
03219,0.113544,0.006701,0.97898,0.037051,0.32666,0.002282,0.502665
03260,0.096784,0.006414,0.979701,0.043708,0.329834,0.002463,0.511682
03281,0.122049,0.009289,0.970409,0.053585,0.361572,0.002969,0.499053
03289,0.093258,0.007725,0.975637,0.059772,0.364502,0.00249,0.507711
03354,0.071501,0.010165,0.967845,0.059646,0.311523,0.002219,0.501764
03375,0.045765,0.006316,0.979965,0.066776,0.375244,0.002632,0.540029
03381,0.066216,0.006878,0.978312,0.053082,0.337646,0.002975,0.50666
03409,0.101498,0.006359,0.979925,0.038291,0.276123,0.002378,0.487967
03417,0.106021,0.009183,0.970754,0.063818,0.406982,0.003427,0.541646
03433,0.066283,0.008287,0.973792,0.038504,0.291992,0.001689,0.447747
03438,0.102619,0.009062,0.971423,0.040717,0.285889,0.001883,0.415973
03462,0.081555,0.01134,0.963334,0.048456,0.304688,0.003047,0.429361
03473,0.109165,0.020133,0.936214,0.058395,0.383301,0.004561,0.353498
03575,0.089219,0.007409,0.976522,0.047769,0.331543,0.002471,0.50896
03589,0.120189,0.006875,0.978194,0.031316,0.246582,0.002182,0.448556
03600,0.130847,0.009271,0.970633,0.05094,0.324219,0.003024,0.503517
03640,0.062936,0.00918,0.97096,0.053248,0.331055,0.002281,0.435002
03708,0.126262,0.012329,0.959543,0.049712,0.339355,0.002602,0.50002
03719,0.127969,0.011407,0.963476,0.043009,0.290039,0.002061,0.483943
03769,0.158376,0.011175,0.964771,0.045543,0.301682,0.002235,0.367511
03813,0.066827,0.005675,0.982071,0.047745,0.325928,0.002717,0.280594
03836,0.128126,0.007219,0.976892,0.034931,0.236816,0.00171,0.393408
03878,0.6038,0.041256,0.868308,0.031757,0.208496,0.00259,0.478562
03989,0.803556,0.023457,0.935251,0.040267,0.250244,0.00287,0.445917
04006,0.594467,0.048383,0.843566,0.024476,0.140869,0.001616,0.400048
04018,0.744297,0.018112,0.943715,0.030867,0.158936,0.001958,0.475143
04026,0.751433,0.0185,0.941744,0.030036,0.156616,0.001864,0.473751
04053,0.45649,0.026137,0.919169,0.032089,0.197754,0.001815,0.417469
04092,0.509381,0.043347,0.867249,0.032543,0.196167,0.001893,0.412459
04160,0.040281,0.002515,0.992161,0.040715,0.284912,0.002412,0.45841
